date,pnl,cum_pnl
2025-06-08 21:00:00,0.0136,0.0136
2025-06-13 06:00:00,0.0024285930295482715,0.01602859302954827
2025-06-15 21:00:00,0.0136,0.02962859302954827
2025-06-16 07:00:00,0.0136,0.04322859302954827
2025-06-16 14:00:00,-0.0114,0.03182859302954827
2025-06-16 16:00:00,-0.0114,0.02042859302954827
2025-06-16 17:00:00,-0.0114,0.009028593029548268
2025-06-19 18:00:00,0.0136,0.02262859302954827
2025-06-19 19:00:00,0.0136,0.03622859302954827
2025-06-19 20:00:00,0.0136,0.04982859302954827
2025-06-23 01:00:00,-0.0114,0.03842859302954827
2025-06-23 04:00:00,-0.0114,0.02702859302954827
2025-06-25 13:00:00,-0.0114,0.01562859302954827
2025-06-29 00:00:00,0.010117835809174738,0.02574642883872301
2025-06-29 03:00:00,0.01065998128173311,0.03640641012045612
2025-06-29 11:00:00,-0.0114,0.025006410120456117
2025-07-02 13:00:00,0.0136,0.03860641012045612
2025-07-06 16:00:00,-0.009484097914951065,0.029122312205505055
2025-07-06 21:00:00,-0.0114,0.017722312205505054
2025-07-06 22:00:00,-0.0114,0.006322312205505054
2025-07-06 23:00:00,-0.0114,-0.005077687794494946
2025-07-13 04:00:00,0.0136,0.008522312205505053
2025-07-13 12:00:00,0.0136,0.022122312205505052
2025-07-13 13:00:00,0.0136,0.03572231220550505
2025-07-13 14:00:00,0.0136,0.04932231220550505
2025-07-13 15:00:00,0.0136,0.06292231220550505
2025-07-13 18:00:00,0.0136,0.07652231220550505
2025-07-13 23:00:00,0.0136,0.09012231220550505
2025-07-14 00:00:00,0.0136,0.10372231220550505
2025-07-14 01:00:00,0.0136,0.11732231220550506
2025-07-14 02:00:00,0.0136,0.13092231220550504
2025-07-15 23:00:00,0.0136,0.14452231220550504
2025-07-16 00:00:00,0.0136,0.15812231220550504
2025-07-16 01:00:00,0.0136,0.17172231220550505
2025-07-16 02:00:00,0.0136,0.18532231220550505
2025-07-20 00:00:00,-0.0114,0.17392231220550505
2025-07-20 01:00:00,-0.0114,0.16252231220550506
2025-07-20 02:00:00,-0.0114,0.15112231220550507
2025-07-20 04:00:00,-0.0114,0.13972231220550507
2025-07-20 05:00:00,-0.0114,0.12832231220550508
2025-07-20 07:00:00,-0.0114,0.11692231220550509
2025-07-20 08:00:00,-0.0114,0.10552231220550509
2025-08-03 15:00:00,0.006207468857675751,0.11172978106318085
2025-08-03 18:00:00,0.0036466688348703556,0.11537644989805121
2025-08-03 19:00:00,0.00266278575551949,0.1180392356535707
2025-08-03 20:00:00,0.0019925643247028337,0.12003179997827354
2025-08-03 21:00:00,0.004503938700125017,0.12453573867839855
2025-08-06 15:00:00,-0.0114,0.11313573867839855
2025-08-06 16:00:00,0.008386551129051407,0.12152228980744995
2025-08-06 17:00:00,-0.0114,0.11012228980744995
2025-08-06 18:00:00,-0.0114,0.09872228980744996
2025-08-07 17:00:00,0.00029356614803998813,0.09901585595548995
2025-08-10 14:00:00,0.0136,0.11261585595548995
2025-08-17 11:00:00,-0.0114,0.10121585595548996
2025-08-17 13:00:00,-0.0114,0.08981585595548996
2025-08-25 07:00:00,-0.0114,0.07841585595548997
2025-08-26 00:00:00,0.0136,0.09201585595548997
2025-08-26 01:00:00,0.0136,0.10561585595548997
2025-08-26 02:00:00,0.0136,0.11921585595548997
2025-08-26 03:00:00,0.0136,0.13281585595548998
2025-08-26 04:00:00,0.0136,0.14641585595548998
2025-08-26 05:00:00,0.0136,0.16001585595548998
2025-08-26 07:00:00,0.0136,0.17361585595548998
2025-08-31 00:00:00,-0.0114,0.16221585595548998
2025-09-07 07:00:00,0.003358047200709478,0.16557390315619946
2025-09-07 08:00:00,0.004118979934051341,0.1696928830902508
2025-09-07 09:00:00,0.00741070391495453,0.17710358700520532
2025-09-07 11:00:00,0.005431570210759631,0.18253515721596494
2025-09-07 12:00:00,0.00686695220630848,0.18940210942227342
2025-09-07 13:00:00,0.004821574105994406,0.19422368352826783
2025-09-07 14:00:00,0.01209095362218156,0.2063146371504494
2025-09-07 15:00:00,0.010292806224091053,0.21660744337454046
2025-09-07 20:00:00,0.004238536858339469,0.22084598023287993
2025-09-28 15:00:00,0.0136,0.23444598023287994
2025-09-28 16:00:00,0.0136,0.24804598023287994
2025-09-28 17:00:00,0.0136,0.26164598023287994
2025-09-28 19:00:00,0.0136,0.27524598023287994
2025-09-28 20:00:00,0.0136,0.28884598023287994
2025-09-28 21:00:00,0.0136,0.30244598023287994
2025-09-28 22:00:00,0.0136,0.31604598023287994
2025-09-28 23:00:00,0.0136,0.32964598023287994
2025-10-05 01:00:00,0.0136,0.34324598023287994
2025-10-06 09:00:00,0.0136,0.35684598023287994
2025-10-10 00:00:00,-0.0114,0.3454459802328799
2025-10-10 01:00:00,-0.0114,0.3340459802328799
2025-10-15 03:00:00,-0.0114,0.3226459802328799
2025-10-17 03:00:00,-0.0114,0.31124598023287986
2025-10-17 04:00:00,-0.0114,0.29984598023287984
2025-10-22 21:00:00,0.0136,0.31344598023287984
2025-10-22 22:00:00,0.0136,0.32704598023287984
2025-10-23 00:00:00,0.0136,0.34064598023287984
2025-10-23 03:00:00,0.0136,0.35424598023287984
2025-10-26 10:00:00,0.0136,0.36784598023287984
2025-10-26 11:00:00,0.0136,0.38144598023287984
2025-10-30 03:00:00,-0.0114,0.3700459802328798
2025-10-30 10:00:00,-0.0114,0.3586459802328798
2025-10-30 11:00:00,-0.0114,0.3472459802328798
2025-10-30 16:00:00,-0.0114,0.33584598023287976
2025-10-31 00:00:00,0.0136,0.34944598023287976
2025-10-31 01:00:00,-0.00035693997533477314,0.349089040257545
2025-10-31 02:00:00,0.0136,0.362689040257545
2025-10-31 03:00:00,0.0136,0.376289040257545
2025-11-04 02:00:00,-0.0114,0.364889040257545
2025-11-04 04:00:00,-0.0114,0.35348904025754496
2025-11-07 04:00:00,-0.0114,0.34208904025754494
2025-11-07 05:00:00,-0.0114,0.3306890402575449
2025-11-12 21:00:00,0.0136,0.3442890402575449
2025-11-13 03:00:00,0.0136,0.3578890402575449
2025-11-13 04:00:00,0.0136,0.3714890402575449
2025-11-16 10:00:00,-0.0114,0.3600890402575449
2025-11-17 02:00:00,-0.0114,0.3486890402575449
2025-11-17 05:00:00,-0.0114,0.33728904025754486
2025-11-17 06:00:00,-0.0114,0.32588904025754484
2025-11-18 18:00:00,-0.0114,0.3144890402575448
2025-11-19 08:00:00,-0.0114,0.3030890402575448
2025-11-19 09:00:00,-0.0114,0.2916890402575448
2025-11-19 10:00:00,-0.0114,0.28028904025754475
2025-11-19 11:00:00,-0.0114,0.26888904025754473
2025-11-19 12:00:00,-0.0114,0.2574890402575447
2025-11-21 08:00:00,-0.0114,0.24608904025754472
2025-11-24 13:00:00,-0.0114,0.23468904025754472
2025-11-24 14:00:00,0.0136,0.24828904025754472
2025-11-24 16:00:00,0.0136,0.2618890402575447
2025-11-25 20:00:00,-0.0114,0.2504890402575447
2025-11-25 22:00:00,-0.0114,0.2390890402575447
2025-11-26 00:00:00,-0.0114,0.22768904025754472
2025-11-26 02:00:00,-0.0114,0.21628904025754472
2025-12-01 22:00:00,0.0136,0.22988904025754472
2025-12-01 23:00:00,0.0136,0.24348904025754473
2025-12-02 00:00:00,0.0136,0.2570890402575447
2025-12-04 04:00:00,-0.0114,0.2456890402575447
2025-12-07 04:00:00,-0.0114,0.2342890402575447
2025-12-07 07:00:00,-0.0114,0.22288904025754472
2025-12-07 09:00:00,-0.0114,0.21148904025754472
2025-12-07 10:00:00,-0.0114,0.20008904025754473
2025-12-09 13:00:00,0.0136,0.21368904025754473
2025-12-10 20:00:00,-0.0114,0.20228904025754474
2025-12-10 21:00:00,-0.0114,0.19088904025754475
2025-12-15 10:00:00,-0.0114,0.17948904025754475
2025-12-15 11:00:00,-0.0114,0.16808904025754476
2025-12-15 12:00:00,-0.0114,0.15668904025754476
2025-12-18 03:00:00,0.0136,0.17028904025754477
2025-12-18 04:00:00,0.0136,0.18388904025754477
2025-12-19 01:00:00,0.0136,0.19748904025754477
2025-12-19 02:00:00,0.0136,0.21108904025754477
2025-12-19 04:00:00,0.0136,0.22468904025754477
2025-12-19 05:00:00,0.0136,0.23828904025754477
2025-12-19 06:00:00,0.0136,0.25188904025754477
2025-12-21 05:00:00,0.0136,0.2654890402575448
2025-12-21 07:00:00,0.0136,0.2790890402575448
2025-12-21 09:00:00,-0.0114,0.26768904025754475
2025-12-22 07:00:00,0.0136,0.28128904025754475
2025-12-22 08:00:00,-0.0114,0.26988904025754473
2025-12-22 09:00:00,-0.0114,0.2584890402575447
2025-12-22 10:00:00,-0.0114,0.24708904025754472
2025-12-22 11:00:00,-0.0114,0.23568904025754472
2025-12-22 12:00:00,-0.0114,0.22428904025754473
2025-12-22 13:00:00,-0.0114,0.21288904025754474
2025-12-22 14:00:00,-0.0114,0.20148904025754474
2025-12-22 15:00:00,-0.0114,0.19008904025754475
2025-12-28 00:00:00,0.003616563663565448,0.1937056039211102
2025-12-28 01:00:00,0.006113843899411712,0.1998194478205219
2025-12-28 03:00:00,0.0136,0.2134194478205219
2025-12-28 04:00:00,0.0136,0.2270194478205219
2025-12-28 05:00:00,0.0136,0.24061944782052191
2025-12-28 06:00:00,0.0136,0.2542194478205219
2025-12-28 07:00:00,0.0136,0.2678194478205219
2025-12-28 12:00:00,0.0136,0.2814194478205219
2025-12-29 04:00:00,-0.0114,0.2700194478205219
2025-12-29 05:00:00,-0.0114,0.2586194478205219
2025-12-29 06:00:00,-0.0114,0.24721944782052188
2025-12-29 07:00:00,-0.0114,0.2358194478205219
2025-12-29 08:00:00,-0.0114,0.2244194478205219
2025-12-30 15:00:00,-0.0114,0.2130194478205219
2025-12-30 16:00:00,-0.0114,0.2016194478205219
2025-12-30 17:00:00,-0.0114,0.19021944782052191
2026-01-04 03:00:00,0.0136,0.20381944782052192
2026-01-04 04:00:00,0.0136,0.21741944782052192
2026-01-05 09:00:00,0.0136,0.23101944782052192
2026-01-05 10:00:00,0.0136,0.24461944782052192
2026-01-07 01:00:00,-0.0114,0.23321944782052192
2026-01-07 02:00:00,-0.0114,0.22181944782052193
2026-01-07 03:00:00,-0.0114,0.21041944782052194
2026-01-07 04:00:00,-0.0114,0.19901944782052194
2026-01-12 03:00:00,-0.0114,0.18761944782052195
2026-01-12 05:00:00,-0.0114,0.17621944782052196
